gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Marchf6,Both male and female analysis recommended,True,True,7.0,8.0
Fdxacb1,Both male and female analysis recommended,True,True,3.0,3.0
Smpd4,Male-only analysis recommended,True,False,4.0,0.0
Strn3,Both male and female analysis recommended,True,True,4.0,4.0
Ppp1r9b,Both male and female analysis recommended,True,True,4.0,4.0
Pla2g10,Both male and female analysis recommended,True,True,3.0,4.0
Ppp6c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rabgap1,Both male and female analysis recommended,True,True,4.0,4.0
Ace2,Insufficient data for sex-specific analysis,True,True,7.0,8.0
Rhbdf1,Both male and female analysis recommended,True,True,3.0,4.0
S100a6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Far2,Both male and female analysis recommended,True,True,5.0,4.0
Aspg,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cabp2,Both male and female analysis recommended,True,True,5.0,4.0
Fam118a,Both male and female analysis recommended,True,True,5.0,5.0
Fam120c,Insufficient data for sex-specific analysis,True,True,4.0,7.0
Gstt1,Both male and female analysis recommended,True,True,4.0,4.0
Adamts9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dock6,Both male and female analysis recommended,True,True,4.0,3.0
Rnf223,Both male and female analysis recommended,True,True,8.0,8.0
Rab39b,Female-only analysis recommended,False,True,0.0,3.0
Nek2,Both male and female analysis recommended,True,True,4.0,4.0
Kcnh3,Both male and female analysis recommended,True,True,4.0,4.0
Treml1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Thsd4,Both male and female analysis recommended,True,True,4.0,4.0
Slc17a8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gtf2ird2,Both male and female analysis recommended,True,True,4.0,4.0
Aco2,Both male and female analysis recommended,True,True,4.0,4.0
Zbtb32,Both male and female analysis recommended,True,True,4.0,4.0
Gpsm1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ffar1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcp11x2,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Pramel15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tcf4,Female-only analysis recommended,False,True,1.0,3.0
Adi1,Both male and female analysis recommended,True,True,4.0,4.0
Zhx1,Both male and female analysis recommended,True,True,4.0,4.0
Hdgfl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ap2a2,Insufficient data for sex-specific analysis,True,True,4.0,5.0
Ankrd11,Both male and female analysis recommended,True,True,7.0,8.0
Prune1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dcp1b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpr142,Both male and female analysis recommended,True,True,4.0,4.0
Unk,Male-only analysis recommended,True,False,6.0,0.0
Fxn,Both male and female analysis recommended,True,True,4.0,4.0
Pcdhgb1,Both male and female analysis recommended,True,True,4.0,4.0
Zfp341,Insufficient data for sex-specific analysis,False,False,2.0,2.0
4921509C19Rik,Both male and female analysis recommended,True,True,4.0,4.0
Gucy2c,Male-only analysis recommended,True,False,4.0,0.0
Ppm1a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Krt90,Both male and female analysis recommended,True,True,4.0,4.0
Bscl2,Both male and female analysis recommended,True,True,4.0,6.0
Tmem114,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrrc10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fuom,Both male and female analysis recommended,True,True,4.0,4.0
Stk33,Both male and female analysis recommended,True,True,3.0,5.0
Foxo1,Both male and female analysis recommended,True,True,4.0,4.0
Unc119,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Calhm5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pde10a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc29a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crygn,Both male and female analysis recommended,True,True,4.0,4.0
Pgs1,Both male and female analysis recommended,True,True,4.0,4.0
Taar8c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spink6,Both male and female analysis recommended,True,True,8.0,8.0
Cuedc1,Both male and female analysis recommended,True,True,4.0,4.0
Aprt,Both male and female analysis recommended,True,True,4.0,4.0
Cav1,Both male and female analysis recommended,True,True,8.0,8.0
Cpa4,Male-only analysis recommended,True,False,3.0,2.0
Erich3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pakap,Both male and female analysis recommended,True,True,3.0,4.0
Umodl1,Male-only analysis recommended,True,False,5.0,1.0
Hspb3,Both male and female analysis recommended,True,True,4.0,4.0
Ptpn18,Both male and female analysis recommended,True,True,4.0,4.0
Rasal1,Both male and female analysis recommended,True,True,4.0,4.0
Rexo4,Both male and female analysis recommended,True,True,4.0,4.0
Rnf208,Both male and female analysis recommended,True,True,8.0,8.0
Pgbd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pskh1,Both male and female analysis recommended,True,True,3.0,4.0
Clec2i,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prpf18,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Secisbp2l,Both male and female analysis recommended,True,True,4.0,4.0
Mon1b,Female-only analysis recommended,False,True,1.0,4.0
Dnajc5g,Both male and female analysis recommended,True,True,5.0,5.0
Atp6v0b,Both male and female analysis recommended,True,True,6.0,5.0
U2af2,Both male and female analysis recommended,True,True,4.0,4.0
Chka,Male-only analysis recommended,True,False,4.0,0.0
Lelp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rad54l,Both male and female analysis recommended,True,True,4.0,4.0
Plin4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyba,Male-only analysis recommended,True,False,3.0,1.0
Tmprss2,Both male and female analysis recommended,True,True,8.0,8.0
Casq1,Both male and female analysis recommended,True,True,8.0,9.0
Alg9,Both male and female analysis recommended,True,True,3.0,4.0
Cpsf3,Both male and female analysis recommended,True,True,4.0,4.0
Ccpg1,Both male and female analysis recommended,True,True,4.0,4.0
Patj,Both male and female analysis recommended,True,True,4.0,4.0
Sspo,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eid2,Both male and female analysis recommended,True,True,4.0,4.0
Rnf4,Both male and female analysis recommended,True,True,7.0,7.0
Efcab11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nemf,Both male and female analysis recommended,True,True,4.0,4.0
Kcnc3,Both male and female analysis recommended,True,True,4.0,4.0
Vstm4,Both male and female analysis recommended,True,True,4.0,4.0
Anxa9,Male-only analysis recommended,True,False,4.0,0.0
Atg3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trappc2,Insufficient data for sex-specific analysis,False,False,,
Rusc1,Both male and female analysis recommended,True,True,4.0,3.0
Dok6,Both male and female analysis recommended,True,True,4.0,4.0
Nsf,Both male and female analysis recommended,True,True,4.0,4.0
Fam47e,Male-only analysis recommended,True,False,4.0,0.0
Serp2,Both male and female analysis recommended,True,True,4.0,4.0
Bmp10,Both male and female analysis recommended,True,True,7.0,8.0
Vkorc1l1,Both male and female analysis recommended,True,True,4.0,4.0
Slx4ip,Female-only analysis recommended,False,True,0.0,4.0
Ly6d,Female-only analysis recommended,False,True,2.0,4.0
Crls1,Male-only analysis recommended,True,False,3.0,1.0
Saxo4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ier5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tiam1,Both male and female analysis recommended,True,True,8.0,3.0
Nell1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Serpina3i,Both male and female analysis recommended,True,True,4.0,4.0
Coq6,Both male and female analysis recommended,True,True,4.0,4.0
Ccl9,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myo10,Both male and female analysis recommended,True,True,7.0,4.0
Gtf2a1,Male-only analysis recommended,True,False,4.0,1.0
Itprid1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chic1,Insufficient data for sex-specific analysis,False,False,,
Ephb2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dph6,Both male and female analysis recommended,True,True,5.0,3.0
Pdxp,Both male and female analysis recommended,True,True,4.0,4.0
Cnpy4,Both male and female analysis recommended,True,True,8.0,8.0
Snd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Napb,Both male and female analysis recommended,True,True,4.0,4.0
Ahcyl1,Male-only analysis recommended,True,False,4.0,0.0
Bace2,Both male and female analysis recommended,True,True,3.0,3.0
Dnaaf3,Both male and female analysis recommended,True,True,4.0,4.0
Ube2g1,Male-only analysis recommended,True,False,4.0,0.0
Napa,Both male and female analysis recommended,True,True,8.0,8.0
Polr2g,Both male and female analysis recommended,True,True,4.0,4.0
Zbtb16,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rigi,Both male and female analysis recommended,True,True,4.0,4.0
Cth,Male-only analysis recommended,True,False,4.0,2.0
Myoz1,Both male and female analysis recommended,True,True,4.0,4.0
Myrip,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sox14,Both male and female analysis recommended,True,True,8.0,10.0
Fam163a,Female-only analysis recommended,False,True,0.0,4.0
Dhtkd1,Both male and female analysis recommended,True,True,4.0,4.0
Cutal,Female-only analysis recommended,False,True,1.0,3.0
Zfp961,Both male and female analysis recommended,True,True,4.0,3.0
Crybg1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mmp13,Both male and female analysis recommended,True,True,8.0,8.0
Prdm8,Both male and female analysis recommended,True,True,8.0,11.0
Col22a1,Male-only analysis recommended,True,False,4.0,0.0
Ercc6l2,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Syt1,Female-only analysis recommended,False,True,0.0,4.0
Usp45,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Csnk1g1,Male-only analysis recommended,True,False,4.0,2.0
Penk,Male-only analysis recommended,True,False,4.0,0.0
Kcnh4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Calhm4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fam3b,Both male and female analysis recommended,True,True,8.0,8.0
Rnf217,Both male and female analysis recommended,True,True,4.0,4.0
Akap10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lrfn1,Both male and female analysis recommended,True,True,4.0,4.0
Tubb2a,Both male and female analysis recommended,True,True,4.0,4.0
Col4a4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mfng,Both male and female analysis recommended,True,True,8.0,7.0
Tifa,Both male and female analysis recommended,True,True,4.0,4.0
Mtx2,Both male and female analysis recommended,True,True,4.0,4.0
Hsf5,Both male and female analysis recommended,True,True,4.0,4.0
Cenpv,Both male and female analysis recommended,True,True,4.0,4.0
Slc5a9,Both male and female analysis recommended,True,True,4.0,4.0
Adgre4,Both male and female analysis recommended,True,True,4.0,4.0
Timm13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mroh9,Both male and female analysis recommended,True,True,3.0,4.0
Foxred2,Both male and female analysis recommended,True,True,4.0,4.0
Rgs19,Both male and female analysis recommended,True,True,4.0,4.0
Pdzrn3,Both male and female analysis recommended,True,True,4.0,4.0
Cfap20dc,Both male and female analysis recommended,True,True,3.0,3.0
Rfc5,Both male and female analysis recommended,True,True,4.0,4.0
Esrp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tnk1,Both male and female analysis recommended,True,True,4.0,4.0
Fbxl12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgap36,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Mirc13,Both male and female analysis recommended,True,True,3.0,3.0
Dcx,Male-only analysis recommended,True,False,4.0,0.0
Gpnmb,Both male and female analysis recommended,True,True,5.0,4.0
Dnmt3a,Both male and female analysis recommended,True,True,4.0,4.0
Wfikkn2,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Hdac7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Otud7b,Male-only analysis recommended,True,False,6.0,2.0
Dhrs2,Female-only analysis recommended,False,True,0.0,4.0
Atp9a,Both male and female analysis recommended,True,True,4.0,4.0
Glyctk,Both male and female analysis recommended,True,True,4.0,4.0
Zfp791,Both male and female analysis recommended,True,True,4.0,4.0
Atp8b1,Both male and female analysis recommended,True,True,3.0,3.0
Dcaf5,Both male and female analysis recommended,True,True,9.0,9.0
Tcirg1,Both male and female analysis recommended,True,True,6.0,8.0
Cand1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Plpp4,Both male and female analysis recommended,True,True,4.0,4.0
Dbnl,Both male and female analysis recommended,True,True,3.0,3.0
Dync1li2,Both male and female analysis recommended,True,True,4.0,4.0
Gk2,Both male and female analysis recommended,True,True,3.0,4.0
Thoc6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Syce1l,Both male and female analysis recommended,True,True,4.0,4.0
Mettl21c,Both male and female analysis recommended,True,True,4.0,4.0
4933430I17Rik,Both male and female analysis recommended,True,True,3.0,3.0
Ubc,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Meis3,Both male and female analysis recommended,True,True,8.0,8.0
Nkpd1,Both male and female analysis recommended,True,True,4.0,4.0
Npat,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abhd11,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pank3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Taf12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Erich2,Both male and female analysis recommended,True,True,3.0,3.0
Ptpn14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nphp3,Both male and female analysis recommended,True,True,4.0,4.0
Exoc4,Both male and female analysis recommended,True,True,3.0,4.0
Bend6,Both male and female analysis recommended,True,True,4.0,4.0
Serpina1f,Both male and female analysis recommended,True,True,4.0,3.0
Trpv4,Both male and female analysis recommended,True,True,8.0,8.0
Marchf3,Both male and female analysis recommended,True,True,8.0,8.0
Lin52,Both male and female analysis recommended,True,True,4.0,4.0
Ehmt2,Both male and female analysis recommended,True,True,4.0,4.0
Stxbp5,Both male and female analysis recommended,True,True,4.0,4.0
Zfp512b,Both male and female analysis recommended,True,True,3.0,4.0
Fam162a,Both male and female analysis recommended,True,True,4.0,4.0
Sf3b3,Both male and female analysis recommended,True,True,4.0,4.0
Samd9l,Insufficient data for sex-specific analysis,False,False,2.0,2.0
