gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Trpm3,Trpm3<em1(IMPC)J>,homozygote,JAX,0.0744023636852001,0.287,0.047,0.523,8.0,2541.0,Trpm3_Trpm3<em1(IMPC)J>_homozygote_JAX,17.088,28.797,30.472,20.07,22.125,0.0087000378262514,0.127,0.0,0.344,4.0,1264.0,Trpm3_Trpm3<em1(IMPC)J>_homozygote_JAX_male,20.004,20.027,19.972,19.948,20.038,0.6934801016088061,0.46,0.164,0.8,4.0,1277.0,Trpm3_Trpm3<em1(IMPC)J>_homozygote_JAX_female,16.819,28.512,29.438,19.832,21.812
Rbm11,Rbm11<em1(IMPC)Marc>,homozygote,MARC,0.0170353419781337,0.193,0.006,0.409,7.0,147.0,Rbm11_Rbm11<em1(IMPC)Marc>_homozygote_MARC,14.8,20.222,24.734,25.184,21.814,0.062840441078783,0.206,0.0,0.499,3.0,83.0,Rbm11_Rbm11<em1(IMPC)Marc>_homozygote_MARC_male,17.395,20.217,17.187,19.422,20.788,0.0709504685408299,0.251,0.025,0.525,4.0,64.0,Rbm11_Rbm11<em1(IMPC)Marc>_homozygote_MARC_female,15.404,19.927,24.891,25.916,21.524
Hlcs,Hlcs<em1(IMPC)J>,heterozygote,JAX,0.0005002501250625,0.084,0.0,0.22,8.0,2541.0,Hlcs_Hlcs<em1(IMPC)J>_heterozygote_JAX,19.998,20.037,19.975,19.961,19.997,0.0073029463611181,0.124,0.0,0.324,4.0,1264.0,Hlcs_Hlcs<em1(IMPC)J>_heterozygote_JAX_male,19.964,20.042,20.01,19.962,19.931,0.0070493454179254,0.124,0.0,0.324,4.0,1277.0,Hlcs_Hlcs<em1(IMPC)J>_heterozygote_JAX_female,19.991,20.022,19.968,20.054,19.995
Cilp2,Cilp2<tm1b(EUCOMM)Wtsi>,homozygote,HMGU,0.0013768932281887,0.099,0.0,0.268,6.0,755.0,Cilp2_Cilp2<tm1b(EUCOMM)Wtsi>_homozygote_HMGU,19.942,20.003,19.965,19.981,19.946,0.0092090324208401,0.125,0.0,0.335,4.0,392.0,Cilp2_Cilp2<tm1b(EUCOMM)Wtsi>_homozygote_HMGU_male,20.038,20.072,20.003,20.074,20.011,,,,,,,,,,,,
Lrrtm2,Lrrtm2<em1(IMPC)Mbp>,homozygote,UC Davis,0.0207987750414699,0.16,0.0,0.4,4.0,569.0,Lrrtm2_Lrrtm2<em1(IMPC)Mbp>_homozygote_UC Davis,18.959,19.791,19.419,19.023,18.971,,,,,,,,,,,,,,,,,,,,,,,,
Mki67,Mki67<em1(IMPC)Mbp>,homozygote,UC Davis,0.0176822287240809,0.147,0.0,0.382,4.0,569.0,Mki67_Mki67<em1(IMPC)Mbp>_homozygote_UC Davis,19.589,20.053,19.166,19.122,19.821,,,,,,,,,,,,,,,,,,,,,,,,
Nt5c2,Nt5c2<em1(IMPC)Hmgu>,homozygote,HMGU,0.0003751406777541,0.083,0.0,0.222,8.0,1804.0,Nt5c2_Nt5c2<em1(IMPC)Hmgu>_homozygote_HMGU,19.955,20.06,19.966,20.028,20.018,0.0070493454179254,0.125,0.0,0.328,4.0,920.0,Nt5c2_Nt5c2<em1(IMPC)Hmgu>_homozygote_HMGU_male,20.024,19.965,20.059,20.014,20.004,0.0085728693898134,0.124,0.0,0.333,4.0,884.0,Nt5c2_Nt5c2<em1(IMPC)Hmgu>_homozygote_HMGU_female,19.948,19.937,19.913,19.909,20.027
Tfr2,Tfr2<em1(IMPC)Rbrc>,homozygote,RBRC,0.0143273741600101,0.14,0.0,0.364,4.0,44.0,Tfr2_Tfr2<em1(IMPC)Rbrc>_homozygote_RBRC,19.793,19.247,19.45,19.529,19.81,0.0104837691044587,0.134,0.0,0.351,4.0,38.0,Tfr2_Tfr2<em1(IMPC)Rbrc>_homozygote_RBRC_male,19.924,19.55,19.59,19.714,19.882,,,,,,,,,,,,
Nlk,Nlk<tm2b(KOMP)Wtsi>,heterozygote,ICS,11.82051282051282,0.672,0.449,0.874,16.0,1512.0,Nlk_Nlk<tm2b(KOMP)Wtsi>_heterozygote_ICS,15.068,8.697,11.067,16.534,26.149,0.6303240269003464,0.459,0.189,0.743,8.0,767.0,Nlk_Nlk<tm2b(KOMP)Wtsi>_heterozygote_ICS_male,18.503,12.202,13.198,19.535,23.545,5.211180124223603,0.658,0.371,0.923,8.0,745.0,Nlk_Nlk<tm2b(KOMP)Wtsi>_heterozygote_ICS_female,14.442,9.165,12.167,16.385,24.742
Zfp334,Zfp334<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0006253908692933,0.083,0.0,0.223,8.0,2541.0,Zfp334_Zfp334<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.967,19.962,19.974,19.982,20.087,0.0078105316200554,0.127,0.0,0.337,4.0,1264.0,Zfp334_Zfp334<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,20.017,20.009,19.985,20.004,20.013,0.0074297947361793,0.126,0.0,0.341,4.0,1277.0,Zfp334_Zfp334<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,19.941,20.027,20.012,19.942,19.909
Fbxw25,Fbxw25<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0002500625156289,0.077,0.0,0.21,9.0,2953.0,Fbxw25_Fbxw25<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,20.023,19.993,20.025,19.998,19.886,0.0054040467512881,0.11,0.0,0.291,5.0,1480.0,Fbxw25_Fbxw25<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,20.035,20.013,20.012,19.978,19.964,0.0078105316200554,0.124,0.0,0.329,4.0,1473.0,Fbxw25_Fbxw25<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.021,19.972,20.052,19.977,19.991
Kynu,Kynu<em1(IMPC)J>,homozygote,JAX,0.0030090270812437,0.106,0.0,0.288,7.0,2541.0,Kynu_Kynu<em1(IMPC)J>_homozygote_JAX,19.451,19.55,19.745,19.492,19.502,0.019108280254777,0.147,0.0,0.385,4.0,1264.0,Kynu_Kynu<em1(IMPC)J>_homozygote_JAX_male,19.368,19.382,19.699,19.339,19.261,0.014584654407102,0.142,0.0,0.37,3.0,1277.0,Kynu_Kynu<em1(IMPC)J>_homozygote_JAX_female,19.974,20.052,20.023,19.953,20.036
Ppig,Ppig<em1(IMPC)J>,heterozygote,JAX,0.001001001001001,0.097,0.0,0.259,8.0,2541.0,Ppig_Ppig<em1(IMPC)J>_heterozygote_JAX,19.824,19.955,18.768,19.567,19.227,0.0061627468242988,0.125,0.0,0.329,4.0,1264.0,Ppig_Ppig<em1(IMPC)J>_heterozygote_JAX_male,19.915,19.954,20.004,19.95,20.007,0.0269576379974326,0.169,0.0,0.416,4.0,1277.0,Ppig_Ppig<em1(IMPC)J>_heterozygote_JAX_female,19.658,19.906,17.254,19.112,18.263
Rhbdl1,Rhbdl1<tm1.1(KOMP)Vlcg>,heterozygote,TCP,0.0095911155981827,0.126,0.0,0.336,4.0,588.0,Rhbdl1_Rhbdl1<tm1.1(KOMP)Vlcg>_heterozygote_TCP,20.01,20.003,20.013,20.004,19.967,,,,,,,,,,,,,,,,,,,,,,,,
Arl6ip1,Arl6ip1<tm1b(EUCOMM)Hmgu>,homozygote,MRC Harwell,0.0094637223974763,0.129,0.0,0.34,4.0,858.0,Arl6ip1_Arl6ip1<tm1b(EUCOMM)Hmgu>_homozygote_MRC Harwell,19.945,19.971,19.978,19.93,19.954,,,,,,,,,,,,,,,,,,,,,,,,
Plscr5,Plscr5<em1(IMPC)J>,homozygote,JAX,30.25,0.75,0.528,0.955,8.0,2541.0,Plscr5_Plscr5<em1(IMPC)J>_homozygote_JAX,24.69,38.806,43.763,33.569,25.581,3.600345025876941,0.626,0.324,0.898,4.0,1264.0,Plscr5_Plscr5<em1(IMPC)J>_homozygote_JAX_male,22.694,37.51,44.619,34.139,26.698,3.350190320826536,0.623,0.332,0.915,4.0,1277.0,Plscr5_Plscr5<em1(IMPC)J>_homozygote_JAX_female,25.435,32.778,33.85,26.742,21.87
Dolk,Dolk<em1(IMPC)J>,heterozygote,JAX,0.0002500625156289,0.089,0.0,0.24,7.0,2541.0,Dolk_Dolk<em1(IMPC)J>_heterozygote_JAX,20.049,19.965,20.038,20.037,20.02,0.0043942247332077,0.125,0.0,0.324,4.0,1264.0,Dolk_Dolk<em1(IMPC)J>_heterozygote_JAX_male,19.993,19.965,20.045,19.885,20.004,0.0156150818839659,0.142,0.0,0.373,3.0,1277.0,Dolk_Dolk<em1(IMPC)J>_heterozygote_JAX_female,19.99,19.937,20.041,20.015,20.016
Armc3,Armc3<em1(IMPC)J>,homozygote,JAX,0.0026319087604963,0.1,0.0,0.274,6.0,2541.0,Armc3_Armc3<em1(IMPC)J>_homozygote_JAX,19.977,20.009,19.907,20.037,19.93,,,,,,,,,,,,,0.0079375078745117,0.125,0.0,0.327,4.0,1277.0,Armc3_Armc3<em1(IMPC)J>_homozygote_JAX_female,19.984,19.954,19.998,20.015,19.928
Krt87,Krt87<em1(IMPC)Wtsi>,homozygote,HMGU,0.0007505629221916,0.083,0.0,0.221,8.0,1804.0,Krt87_Krt87<em1(IMPC)Wtsi>_homozygote_HMGU,20.017,20.004,20.034,20.009,20.063,0.0087000378262514,0.126,0.0,0.333,4.0,920.0,Krt87_Krt87<em1(IMPC)Wtsi>_homozygote_HMGU_male,20.059,19.949,20.086,20.005,19.99,0.0080645161290322,0.125,0.0,0.332,4.0,884.0,Krt87_Krt87<em1(IMPC)Wtsi>_homozygote_HMGU_female,20.008,20.06,20.012,19.96,20.027
Dnajc17,Dnajc17<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0008757662955085,0.091,0.0,0.242,7.0,755.0,Dnajc17_Dnajc17<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,19.912,20.012,20.002,19.97,20.021,0.0109945659042082,0.126,0.0,0.333,4.0,392.0,Dnajc17_Dnajc17<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,19.984,19.994,20.063,19.914,20.019,0.0153572788424927,0.143,0.0,0.366,3.0,363.0,Dnajc17_Dnajc17<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,20.018,19.977,19.974,20.035,19.947
Efhd1,Efhd1<em1(IMPC)J>,homozygote,JAX,0.0015022533800701,0.1,0.0,0.273,6.0,2541.0,Efhd1_Efhd1<em1(IMPC)J>_homozygote_JAX,19.976,19.958,19.998,19.869,20.015,0.016002032004064,0.143,0.0,0.373,3.0,1264.0,Efhd1_Efhd1<em1(IMPC)J>_homozygote_JAX_male,19.996,19.992,19.9,20.007,20.034,0.0158730158730158,0.147,0.0,0.384,3.0,1277.0,Efhd1_Efhd1<em1(IMPC)J>_homozygote_JAX_female,19.938,19.922,19.891,19.931,19.868
Pygm,Pygm<em1(IMPC)J>,homozygote,JAX,0.0012515644555694,0.09,0.0,0.245,7.0,2541.0,Pygm_Pygm<em1(IMPC)J>_homozygote_JAX,19.897,19.988,19.959,20.026,20.018,0.0182003309151075,0.143,0.0,0.38,3.0,1264.0,Pygm_Pygm<em1(IMPC)J>_homozygote_JAX_male,19.97,19.998,20.043,20.006,19.983,0.0097185409567083,0.125,0.0,0.335,4.0,1277.0,Pygm_Pygm<em1(IMPC)J>_homozygote_JAX_female,20.04,19.979,20.006,20.03,19.963
Klk8,Klk8<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0001250156269533,0.06,0.0,0.163,13.0,2953.0,Klk8_Klk8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.964,19.908,20.025,19.975,20.033,0.001001001001001,0.092,0.0,0.245,7.0,1480.0,Klk8_Klk8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.933,19.946,19.925,19.937,19.97,0.0027575833542241,0.101,0.0,0.272,6.0,1473.0,Klk8_Klk8<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.017,19.989,19.915,20.03,19.986
Epha3,Epha3<em1(IMPC)Mbp>,homozygote,UC Davis,0.0081915563957151,0.124,0.0,0.327,4.0,569.0,Epha3_Epha3<em1(IMPC)Mbp>_homozygote_UC Davis,20.049,20.047,20.005,19.984,19.95,,,,,,,,,,,,,,,,,,,,,,,,
Ift80,Ift80<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.0028832894571894,0.1,0.0,0.268,6.0,904.0,Ift80_Ift80<tm1a(KOMP)Wtsi>_homozygote_WTSI,20.022,19.962,20.041,19.92,19.98,0.0030090270812437,0.112,0.0,0.302,5.0,453.0,Ift80_Ift80<tm1a(KOMP)Wtsi>_homozygote_WTSI_male,20.019,19.962,20.041,20.034,19.987,,,,,,,,,,,,
Ift80,Ift80<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0081915563957151,0.124,0.0,0.332,4.0,904.0,Ift80_Ift80<tm1a(KOMP)Wtsi>_heterozygote_WTSI,20.04,19.981,20.027,19.999,19.976,0.0079375078745117,0.124,0.0,0.328,4.0,453.0,Ift80_Ift80<tm1a(KOMP)Wtsi>_heterozygote_WTSI_male,20.035,20.035,20.003,20.04,20.047,,,,,,,,,,,,
Nt5c1b,Nt5c1b<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0001250156269533,0.078,0.0,0.214,9.0,2541.0,Nt5c1b_Nt5c1b<tm1b(KOMP)Wtsi>_homozygote_JAX,19.859,19.826,20.062,19.927,19.952,0.0073029463611181,0.124,0.0,0.328,4.0,1264.0,Nt5c1b_Nt5c1b<tm1b(KOMP)Wtsi>_homozygote_JAX_male,19.992,19.981,20.017,19.987,20.036,0.004772670183371,0.113,0.0,0.303,5.0,1277.0,Nt5c1b_Nt5c1b<tm1b(KOMP)Wtsi>_homozygote_JAX_female,19.799,19.849,20.045,19.939,19.937
Arv1,Arv1<em1(IMPC)J>,homozygote,JAX,4.8013052936910805,0.638,0.38,0.898,7.0,2541.0,Arv1_Arv1<em1(IMPC)J>_homozygote_JAX,30.116,30.54,33.473,24.972,15.563,1.8776978417266188,0.571,0.261,0.898,3.0,1264.0,Arv1_Arv1<em1(IMPC)J>_homozygote_JAX_male,29.529,30.122,33.596,27.6,21.495,1.009545340366742,0.5,0.187,0.791,4.0,1277.0,Arv1_Arv1<em1(IMPC)J>_homozygote_JAX_female,27.272,26.035,27.196,19.539,11.887
Tincr,Tincr<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0001250156269533,0.117,0.0,0.253,15.0,2953.0,Tincr_Tincr<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.881,17.864,14.69,17.24,17.6,0.0001250156269533,0.083,0.0,0.224,8.0,1480.0,Tincr_Tincr<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,20.049,20.031,20.004,19.99,19.917,0.0405827263267429,0.244,0.026,0.483,7.0,1473.0,Tincr_Tincr<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,20.305,17.176,13.032,14.981,16.587
Slc7a14,Slc7a14<em1(IMPC)H>,homozygote,MRC Harwell,0.0084457330139921,0.126,0.0,0.334,4.0,323.0,Slc7a14_Slc7a14<em1(IMPC)H>_homozygote_MRC Harwell,19.927,20.021,20.007,19.988,19.957,,,,,,,,,,,,,,,,,,,,,,,,
Serpinb9,Serpinb9<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.004772670183371,0.091,0.0,0.272,15.0,2953.0,Serpinb9_Serpinb9<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,18.424,18.739,17.653,18.434,19.176,0.0055304172951231,0.113,0.0,0.303,7.0,1480.0,Serpinb9_Serpinb9<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.459,19.606,19.18,19.064,19.493,0.0032605969400551,0.097,0.0,0.261,8.0,1473.0,Serpinb9_Serpinb9<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.352,19.504,19.127,19.766,19.794
Gne,Gne<em1(IMPC)Mbp>,heterozygote,UC Davis,0.0074297947361793,0.125,0.0,0.327,4.0,569.0,Gne_Gne<em1(IMPC)Mbp>_heterozygote_UC Davis,19.962,19.996,20.019,20.003,19.98,,,,,,,,,,,,,,,,,,,,,,,,
Igf2bp3,Igf2bp3<em1(IMPC)J>,homozygote,JAX,0.0008757662955085,0.085,0.0,0.227,8.0,2541.0,Igf2bp3_Igf2bp3<em1(IMPC)J>_homozygote_JAX,19.817,19.866,19.9,19.935,19.942,0.0104837691044587,0.13,0.0,0.342,4.0,1264.0,Igf2bp3_Igf2bp3<em1(IMPC)J>_homozygote_JAX_male,19.725,19.844,19.885,19.993,19.905,0.0074297947361793,0.125,0.0,0.33,4.0,1277.0,Igf2bp3_Igf2bp3<em1(IMPC)J>_homozygote_JAX_female,19.93,19.987,19.993,20.019,20.045
Nipsnap2,Nipsnap2<em1(IMPC)J>,homozygote,JAX,0.7543859649122807,0.473,0.2,0.757,8.0,2541.0,Nipsnap2_Nipsnap2<em1(IMPC)J>_homozygote_JAX,11.707,14.903,16.241,14.827,10.134,0.5769761482357579,0.436,0.093,0.753,4.0,1264.0,Nipsnap2_Nipsnap2<em1(IMPC)J>_homozygote_JAX_male,14.199,18.03,14.914,17.234,14.049,0.0878433505575197,0.22,0.0,0.532,4.0,1277.0,Nipsnap2_Nipsnap2<em1(IMPC)J>_homozygote_JAX_female,16.945,17.402,20.499,18.172,16.918
Taf8,Taf8<tm2b(EUCOMM)Wtsi>,heterozygote,UC Davis,0.0085728693898134,0.126,0.0,0.337,4.0,569.0,Taf8_Taf8<tm2b(EUCOMM)Wtsi>_heterozygote_UC Davis,19.997,20.037,20.027,19.955,20.043,,,,,,,,,,,,,,,,,,,,,,,,
C1d,C1d<em1(IMPC)H>,heterozygote,MRC Harwell,0.0070493454179254,0.126,0.0,0.336,4.0,70.0,C1d_C1d<em1(IMPC)H>_heterozygote_MRC Harwell,19.977,20.043,20.021,20.033,20.079,,,,,,,,,,,,,,,,,,,,,,,,
Kcnip4,Kcnip4<tm1a(KOMP)Wtsi>,homozygote,WTSI,0.009845998485231,0.126,0.0,0.334,4.0,904.0,Kcnip4_Kcnip4<tm1a(KOMP)Wtsi>_homozygote_WTSI,19.993,20.059,19.975,20.026,20.044,0.0087000378262514,0.125,0.0,0.336,4.0,453.0,Kcnip4_Kcnip4<tm1a(KOMP)Wtsi>_homozygote_WTSI_male,20.03,20.051,20.003,19.954,19.908,,,,,,,,,,,,
Mettl14,Mettl14<em1(IMPC)Tcp>,heterozygote,TCP,0.0087000378262514,0.128,0.0,0.344,4.0,588.0,Mettl14_Mettl14<em1(IMPC)Tcp>_heterozygote_TCP,19.944,19.824,19.851,20.043,19.968,,,,,,,,,,,,,,,,,,,,,,,,
Ostf1,Ostf1<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,0.0002500625156289,0.084,0.0,0.227,8.0,755.0,Ostf1_Ostf1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU,20.026,19.989,20.071,19.933,19.981,0.0076835873535709,0.124,0.0,0.33,4.0,392.0,Ostf1_Ostf1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_male,19.997,19.999,20.115,20.0,19.989,0.0060362173038229,0.125,0.0,0.328,4.0,363.0,Ostf1_Ostf1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_female,19.998,20.057,19.948,19.985,19.981
Ift140,Ift140<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0076835873535709,0.124,0.0,0.33,4.0,904.0,Ift140_Ift140<tm1a(KOMP)Wtsi>_heterozygote_WTSI,19.954,20.018,20.011,20.034,20.024,0.0150996066489024,0.143,0.0,0.377,3.0,453.0,Ift140_Ift140<tm1a(KOMP)Wtsi>_heterozygote_WTSI_male,19.982,20.002,19.981,19.946,20.021,,,,,,,,,,,,
Ryr2,Ryr2<tm1b(KOMP)Wtsi>,heterozygote,MRC Harwell,0.0924484500887614,0.263,0.016,0.538,4.0,858.0,Ryr2_Ryr2<tm1b(KOMP)Wtsi>_heterozygote_MRC Harwell,18.466,18.665,19.46,21.362,18.666,,,,,,,,,,,,,,,,,,,,,,,,
Marveld3,Marveld3<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.005151400929765,0.191,0.016,0.371,16.0,2953.0,Marveld3_Marveld3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,20.654,13.011,13.971,14.922,14.083,0.0530472554955903,0.24,0.009,0.484,8.0,1480.0,Marveld3_Marveld3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,19.195,16.735,15.106,17.269,16.212,0.0017530678687703,0.127,0.0,0.312,8.0,1473.0,Marveld3_Marveld3<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,21.763,15.488,18.23,17.844,18.413
Ino80,Ino80<tm1a(EUCOMM)Hmgu>,heterozygote,ICS,0.0070493454179254,0.124,0.0,0.33,4.0,1512.0,Ino80_Ino80<tm1a(EUCOMM)Hmgu>_heterozygote_ICS,19.994,20.023,20.031,20.04,19.985,,,,,,,,,,,,,,,,,,,,,,,,
Ino80,Ino80<tm1b(EUCOMM)Hmgu>,heterozygote,ICS,0.081081081081081,0.284,0.043,0.539,6.0,1512.0,Ino80_Ino80<tm1b(EUCOMM)Hmgu>_heterozygote_ICS,7.25,10.418,16.276,28.558,23.949,0.1207621182404034,0.287,0.024,0.578,3.0,767.0,Ino80_Ino80<tm1b(EUCOMM)Hmgu>_heterozygote_ICS_male,13.156,13.712,19.639,27.158,22.8,0.0132995566814439,0.143,0.0,0.368,3.0,745.0,Ino80_Ino80<tm1b(EUCOMM)Hmgu>_heterozygote_ICS_female,19.922,19.895,19.979,20.086,20.028
Stradb,Stradb<tm1b(KOMP)Wtsi>,homozygote,ICS,0.0,0.053,0.0,0.144,15.0,1512.0,Stradb_Stradb<tm1b(KOMP)Wtsi>_homozygote_ICS,19.952,19.981,20.004,20.062,20.013,0.0,0.082,0.0,0.219,8.0,767.0,Stradb_Stradb<tm1b(KOMP)Wtsi>_homozygote_ICS_male,20.003,19.981,20.028,19.956,20.04,0.001001001001001,0.091,0.0,0.243,7.0,745.0,Stradb_Stradb<tm1b(KOMP)Wtsi>_homozygote_ICS_female,20.036,20.003,20.025,20.002,19.983
Mepce,Mepce<tm1.1(KOMP)Vlcg>,heterozygote,JAX,0.0007505629221916,0.091,0.0,0.244,7.0,2541.0,Mepce_Mepce<tm1.1(KOMP)Vlcg>_heterozygote_JAX,20.015,19.993,20.044,19.993,19.942,0.0081915563957151,0.126,0.0,0.329,4.0,1264.0,Mepce_Mepce<tm1.1(KOMP)Vlcg>_heterozygote_JAX_male,20.045,20.034,20.094,20.013,19.973,0.0156150818839659,0.144,0.0,0.384,3.0,1277.0,Mepce_Mepce<tm1.1(KOMP)Vlcg>_heterozygote_JAX_female,20.025,19.943,19.939,20.018,20.004
Cbln3,Cbln3<tm1.1(KOMP)Vlcg>,heterozygote,JAX,0.0430247718383311,0.249,0.029,0.482,7.0,2541.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_heterozygote_JAX,18.377,25.233,21.01,13.539,17.512,0.1209191537060389,0.285,0.023,0.574,3.0,1264.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_heterozygote_JAX_male,22.405,25.242,21.41,15.846,18.81,0.0524930930140771,0.224,0.002,0.485,4.0,1277.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_heterozygote_JAX_female,14.379,21.011,19.918,16.302,18.123
Cbln3,Cbln3<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0021295252411374,0.154,0.006,0.326,9.0,2541.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_homozygote_JAX,22.729,22.598,18.44,16.741,17.631,0.0036381884330698,0.111,0.0,0.301,5.0,1264.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,20.044,19.983,20.026,20.055,20.015,0.0675206832132372,0.249,0.014,0.509,4.0,1277.0,Cbln3_Cbln3<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,23.101,22.771,18.382,16.559,17.575
Gpsm2,Gpsm2<tm1b(EUCOMM)Wtsi>,heterozygote,HMGU,0.0036381884330698,0.113,0.0,0.304,5.0,755.0,Gpsm2_Gpsm2<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU,19.949,19.996,19.971,20.069,20.005,0.0179412138948975,0.143,0.0,0.383,3.0,392.0,Gpsm2_Gpsm2<tm1b(EUCOMM)Wtsi>_heterozygote_HMGU_male,19.974,20.004,20.016,19.984,19.933,,,,,,,,,,,,
Eps8l3,Eps8l3<tm1b(KOMP)Mbp>,homozygote,TCP,0.0097185409567083,0.127,0.0,0.344,4.0,588.0,Eps8l3_Eps8l3<tm1b(KOMP)Mbp>_homozygote_TCP,20.033,20.011,19.959,19.921,19.964,,,,,,,,,,,,,,,,,,,,,,,,
Tcp11,Tcp11<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.1031439602868174,0.302,0.065,0.564,6.0,904.0,Tcp11_Tcp11<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,17.212,10.366,14.649,17.11,25.06,,,,,,,,,,,,,0.1063476697552205,0.303,0.061,0.561,6.0,451.0,Tcp11_Tcp11<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,17.324,10.32,14.44,16.786,24.642
Trmt10b,Trmt10b<em1(IMPC)J>,homozygote,JAX,0.0167768174885612,0.161,0.0,0.389,8.0,2541.0,Trmt10b_Trmt10b<em1(IMPC)J>_homozygote_JAX,17.063,19.322,17.312,17.624,17.826,0.0325245224574083,0.182,0.0,0.444,4.0,1264.0,Trmt10b_Trmt10b<em1(IMPC)J>_homozygote_JAX_male,18.411,19.885,18.667,18.567,18.363,0.0198878123406425,0.15,0.0,0.393,4.0,1277.0,Trmt10b_Trmt10b<em1(IMPC)J>_homozygote_JAX_female,18.92,19.52,19.079,19.541,19.7
Odf2l,Odf2l<em1(IMPC)Mbp>,homozygote,UC Davis,0.0165184243964421,0.143,0.0,0.383,4.0,569.0,Odf2l_Odf2l<em1(IMPC)Mbp>_homozygote_UC Davis,19.571,19.588,19.782,19.308,19.924,,,,,,,,,,,,,,,,,,,,,,,,
Eif4ebp3,Eif4ebp3<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0163892770931266,0.15,0.0,0.381,6.0,569.0,Eif4ebp3_Eif4ebp3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,18.852,18.508,17.396,18.202,21.233,0.0305294344969728,0.161,0.0,0.425,3.0,281.0,Eif4ebp3_Eif4ebp3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis_male,19.802,19.525,19.624,19.818,19.564,0.0180707559175362,0.15,0.0,0.387,3.0,288.0,Eif4ebp3_Eif4ebp3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis_female,19.863,19.843,19.744,19.804,20.218
